Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
96,The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,Black plastic found in chhole..image attached,6,Positive,black plastic found chholeimage attached
97,The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,The best cafe in the town! The coffee is amazing and the atmosphere is so cozy. Highly recommend!,18,Positive,best cafe town coffee amazing atmosphere cozy highly recommend
98,Ares Cafe,,"Cafe, Fast Food, Sandwich, Pizza, Wraps, Chinese, Shake, Beverages",700,ahmedabad,Food quality was not good. Not found any paneer into the Panini,12,Positive,food quality good found paneer panini
99,Ares Cafe,,"Cafe, Fast Food, Sandwich, Pizza, Wraps, Chinese, Shake, Beverages",700,ahmedabad,All the food spilled in the bag. Similar review is already given by another customer few days back. Does zomato really care on feedback or is just a formality,29,Positive,food spilled bag similar review already given another customer day back zomato really care feedback formality
100,Veronica's,3.2,Cafe,"1,500",mumbai,"I feel this place is overhyped because of Instagram. There is nothing special or different about this place. It’s just like many other cafés/restaurants. The menu is very similar to many other places. the food choice is EXTREMELY POOR. THE BEVERAGE MENU HAS MORE OPTIONS THAN THE FOOD MENU.  THE PLACE IS really small and the seating system is really bad too, they made us sit on a two person table when we were 3 of us and refused to give us a 4 person table and we sat pretty uncomfortably. Also the rates are very expensive just because of its location. The taste of food is also very basic and average. Usually when a place is expensive and the taste of the food is good, a person won’t...read more",130,Neutral,feel place overhyped instagram nothing special different place like many cafsrestaurants menu similar many place food choice extremely poor beverage menu option food menu place really small seating system really bad made sit two person table refused give person table sat pretty uncomfortably also rate expensive location taste food also basic average usually place expensive taste food good person wontread
101,Veronica's,3.2,Cafe,"1,500",mumbai,"visited this place with my family, the food was good but the staff very annoying.He kept talking rudely and loudly  like he was doing us a favour by taking our order. He was later replaced by a normal polite guy, hence didn't complain.Guys please make a note of it!",49,Neutral,visited place family food good staff annoyinghe kept talking rudely loudly like favour taking order later replaced normal polite guy hence didnt complainguys please make note
102,Veronica's,3.2,Cafe,"1,500",mumbai,Busted cold brew it was a mess it was spoilt is what I mean from this review I love their food but this takes away from it,27,Neutral,busted cold brew mess spoilt mean review love food take away
103,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,"Ordered their chocolate milkshake, chocolate frappe and strawberry milkshake and was super dissatisfied & disappointed.. super sweet, not really cold and honestly much better can be done at home. Did not really expect that. Chocolate croissant and butter croissant was excellent though.",42,Positive,ordered chocolate milkshake chocolate frappe strawberry milkshake super dissatisfied disappointed super sweet really cold honestly much better done home really expect chocolate croissant butter croissant excellent though
104,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,"Looked up for good bakeries around Pune and reached here. Ordered coffee, berry frappe , danish pastry. The coffee was good , dont remember the name of the brew. The berry frappe was worth 350 rs. And consisted of churned milk with vanilla ice cream and strawberry syrup with whipped cream on the top. I think regular shakes available in local joints tastes better than this. It was uber sweet and had no 'berry' whatsoever. Poor attempt at such a renowned hotel! The danish pastry was another disappointment. Topped with what seemed like stale mango shrikhand and cubes of stale mango, it was another bad outcome. We asked to talk to the chef but was not ultimately able to. Would NOT...read more",122,Positive,looked good bakery around pune reached ordered coffee berry frappe danish pastry coffee good dont remember name brew berry frappe worth consisted churned milk vanilla ice cream strawberry syrup whipped cream top think regular shake available local joint taste better uber sweet berry whatsoever poor attempt renowned hotel danish pastry another disappointment topped seemed like stale mango shrikhand cube stale mango another bad outcome asked talk chef ultimately able would notread
105,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,This place was one of our favourite once upon a time… but now it’s become beyond pathetic. The Blt sandwich had one piece of bacon and one piece of mini tomato and that’s it just bread…last time we also faced the same issue with the quality inspite of complaining they haven’t taken any action and argue with us that everything is right. We have been regular here for almost 12 years so it’s really dreadful experience…we will now discontinue going to this place and pass on this to our family friends as well. Guys really sad to see this ,99,Positive,place one favourite upon time become beyond pathetic blt sandwich one piece bacon one piece mini tomato thats breadlast time also faced issue quality inspite complaining havent taken action argue everything right regular almost year really dreadful experiencewe discontinue going place pas family friend well guy really sad see
106,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"The tea lounge is on the ground floor itself open hall area, dress code is none but smart casuals work (boys get your shoes on, girls can go for heels or sandals!)One should definitely go for the tea buffet packages which costs 825+ tax (9%), For unlimited beverages we tried most of the teas on menu (my personal fav being blue earl grey) and mocchiato coffee.The food is not unlimited though, it comes as shown in the photo, top layer of finger sandwiches three types (2 pieces of each) we opted for all three nonveg sandwiches which were present on the menu, I skipped ham so they replaced it with chicken sandwich luckily.The next two layers were sweet and savoury, again one piece of...read more",125,Positive,tea lounge ground floor open hall area dress code none smart casuals work boy get shoe girl heel sandalsone definitely tea buffet package cost tax unlimited beverage tried tea menu personal fav blue earl grey mocchiato coffeethe food unlimited though come shown photo top layer finger sandwich three type piece opted three nonveg sandwich present menu skipped ham replaced chicken sandwich luckilythe next two layer sweet savoury one piece ofread
107,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"Coffee, midnight talks, peace, wonderful service, comfort and what all can one experience. Addiction get rigid here and refusal to coffee is far gone.",24,Positive,coffee midnight talk peace wonderful service comfort one experience addiction get rigid refusal coffee far gone
108,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,Yummmmm,1,Positive,yummmmm
109,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"Totally mesmerised by Ritz Carlton Tea Lounge Experience. We went on a weekday so it was less crowded. My husband opted for “Hi Tea” set buffet and I ala-carte. I can sense quality of food by its taste and aroma. They have wide range of coffee, tea and other cold beverages. Service was prompt and it was super neat & clean. I would love to visit again with my friends & family. ",72,Positive,totally mesmerised ritz carlton tea lounge experience went weekday less crowded husband opted tea set buffet alacarte sense quality food taste aroma wide range coffee tea cold beverage service prompt super neat clean would love visit friend family
110,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,Ordered a cake got a kheer..🤯😰 disappointed. Plz secre the cake before dispatch and delivery guys should be extra carefull with the cake.,23,Positive,ordered cake got kheer disappointed plz secre cake dispatch delivery guy extra carefull cake
111,Le Coffee House,3.7,Cafe,350,pune,"no ventilation or air conditioning, lemon soda tasted like laundry water, stale shrunken fries from God knows what era, cold coffee tasted like thinned out mala's chocolate syrup. Bread bash next to it is a far better option and serves fresh fries",42,Positive,ventilation air conditioning lemon soda tasted like laundry water stale shrunken fry god know era cold coffee tasted like thinned malas chocolate syrup bread bash next far better option serf fresh fry
112,Le Coffee House,3.7,Cafe,350,pune,Very few place in town who serve really good sandwich and coffee and le coffee house is one of it. There thick coffee and Bombay grilled sandwich are to die for. Really loved it.,34,Positive,place town serve really good sandwich coffee coffee house one thick coffee bombay grilled sandwich die really loved
113,Le Coffee House,3.7,Cafe,350,pune,Best Bombay Grilled Sandwich Ever! One Must Try It! Nice and Beautiful Ambience! And Staff was Quite Fast and Polite!,20,Positive,best bombay grilled sandwich ever one must try nice beautiful ambience staff quite fast polite
114,Le Flamington,4.9,"Cafe, European",700,pune,The review is late but I had to put it out here visited the cafe in July with two of my friends.It was Sunday and quite empty we had ordered signature ice dark which was amazing highly recommend cannot wait to be back just to have it again.The butter croissant was  amazing fresh.We had the Bombay sandwich and chicken sandwich the portion the taste everything was on point fresh.We had black forest cake and the grey which was unbelievable best deserts i ever had ❤️ Then we took the hand rolled Belgian and the one more chocolate which was freshly made for takeaway and it was amazing. Such a nice place cannot wait to be back,116,Positive,review late put visited cafe july two friendsit sunday quite empty ordered signature ice dark amazing highly recommend wait back againthe butter croissant amazing freshwe bombay sandwich chicken sandwich portion taste everything point freshwe black forest cake grey unbelievable best desert ever took hand rolled belgian one chocolate freshly made takeaway amazing nice place wait back
115,Le Flamington,4.9,"Cafe, European",700,pune,"the place is on the main road, ahead of Toit. The ambience is nice with light music. The decor is nice as well. Most tables are at a distance from each other. The menu is pretty decent. Service is good and food was really good. Ordered the The Le sandwich which had ham and beef, i felt that had too much bread with 2 layers but was filling and went well with the side of masala fries which were really good. The MOC omlette was nice and fluffy with a good filing of mushroom,cheese and olives and the sour dough. The cream cheese salad was the best thing we had called for. The leaves, mushroom, olives and cream cheese went very well with the sour dough.for drinks we called for drinking...read more",132,Positive,place main road ahead toit ambience nice light music decor nice well table distance menu pretty decent service good food really good ordered sandwich ham beef felt much bread layer filling went well side masala fry really good moc omlette nice fluffy good filing mushroomcheese olive sour dough cream cheese salad best thing called leaf mushroom olive cream cheese went well sour doughfor drink called drinkingread
116,Le Flamington,4.9,"Cafe, European",700,pune,The place is small but looks nice.The food was good. Be careful while selecting from the Vegan options though. Desserts are a must try!,24,Positive,place small look nicethe food good careful selecting vegan option though dessert must try
